Index,Height(cm),Weight(kg)
4372,175.3,63.5
4373,172.9,55.0
4374,171.9,58.2
4375,170.3,54.4
4376,166.7,49.6
4377,163.4,58.7
4378,175.5,69.4
4379,169.6,61.9
4380,184.9,60.6
4381,170.1,62.2
4382,178.1,56.7
4383,175.1,59.7
4384,165.7,54.3
4385,174.7,59.5
4386,175.4,54.1
4387,171.2,52.2
4388,160.4,55.7
4389,173.8,56.6
4390,166.9,44.6
4391,169.5,56.3
4392,173.3,56.4
4393,170.4,56.3
4394,173.0,59.9
4395,170.8,61.2
4396,177.2,61.7
4397,169.3,58.0
4398,170.7,62.1
4399,180.9,63.0
4400,182.0,70.0
4401,173.0,63.3
4402,173.0,62.6
4403,176.7,60.7
4404,172.5,56.1
4405,175.1,60.5
4406,174.9,58.7
4407,170.0,66.1
4408,180.4,57.2
4409,170.0,55.1
4410,176.1,64.5
4411,170.7,54.3
4412,163.2,48.4
4413,171.3,59.0
4414,175.2,62.9
4415,171.2,54.8
4416,172.0,51.0
4417,172.2,58.0
4418,172.7,60.7
4419,169.9,45.2
4420,177.2,55.4
4421,172.4,59.6
4422,175.9,65.2
4423,174.6,68.8
4424,170.7,52.5
4425,169.1,48.6
4426,174.8,68.2
4427,171.9,53.9
4428,164.6,49.4
4429,175.0,61.9
4430,166.1,56.6
4431,177.6,54.4
4432,161.4,45.3
4433,178.1,67.3
4434,170.3,60.5
4435,176.4,61.7
4436,170.1,58.1
4437,172.3,55.7
4438,161.7,57.8
4439,170.5,57.8
4440,174.4,62.0
4441,176.0,60.3
4442,174.3,55.5
4443,169.7,51.4
4444,180.0,52.3
4445,172.5,61.9
4446,164.8,59.6
4447,179.8,68.7
4448,178.7,50.9
4449,170.2,58.9
4450,174.8,53.0
4451,171.0,56.4
4452,175.2,58.0
4453,171.7,63.5
4454,166.1,53.3
4455,173.1,60.4
4456,173.2,54.1
4457,177.5,55.7
4458,171.7,56.0
4459,174.2,59.5
4460,170.2,43.5
4461,177.8,71.8
4462,184.2,60.6
4463,165.3,61.4
4464,167.9,58.4
4465,177.6,58.5
4466,172.7,53.6
4467,169.7,62.1
4468,176.2,61.0
4469,181.3,56.7
4470,169.2,61.8
4471,176.3,54.8
4472,178.5,61.7
4473,171.0,56.5
4474,181.5,59.7
4475,174.9,71.3
4476,175.3,56.5
4477,172.0,59.9
4478,164.7,53.6
4479,179.7,63.5
4480,183.6,67.7
4481,164.4,57.2
4482,171.6,54.3
4483,176.6,63.6
4484,179.0,50.7
4485,176.1,58.3
4486,174.1,49.7
4487,185.8,61.3
4488,163.3,54.2
4489,169.3,61.3
4490,164.4,50.6
4491,160.0,52.5
4492,174.5,55.8
4493,173.0,57.4
4494,169.6,55.3
4495,173.3,54.3
4496,173.8,55.4
4497,162.6,58.0
4498,180.6,53.1
4499,177.5,66.8
4500,169.0,56.9
4501,174.2,55.9
4502,171.4,63.3
4503,176.8,62.6
4504,169.8,54.1
4505,168.1,52.6
4506,177.3,59.2
4507,178.3,59.5
4508,180.7,59.3
4509,188.7,67.0
4510,163.8,46.6
4511,167.6,56.3
4512,169.0,61.0
4513,172.3,56.7
4514,174.7,62.8
4515,178.3,61.0
4516,165.4,53.9
4517,181.0,61.9
4518,172.1,57.9
4519,172.2,54.7
4520,169.5,62.2
4521,167.5,54.1
4522,179.7,56.7
4523,163.5,45.8
4524,168.9,50.4
4525,175.3,65.2
4526,166.3,56.6
4527,174.8,62.0
4528,176.2,61.8
4529,173.9,57.5
4530,176.5,60.4
4531,171.9,63.0
4532,176.3,61.9
4533,177.0,53.6
4534,172.8,67.8
4535,165.5,56.4
4536,168.0,59.4
4537,167.3,55.4
4538,169.5,56.8
4539,169.6,48.9
4540,172.6,59.6
4541,171.4,58.1
4542,178.3,50.4
4543,168.7,50.4
4544,172.9,52.4
4545,166.4,59.9
4546,166.7,55.0
4547,166.7,61.8
4548,172.0,52.5
4549,171.4,60.6
4550,168.4,58.0
4551,177.1,64.5
4552,161.2,48.2
4553,176.4,61.0
4554,172.9,54.7
4555,170.4,63.3
4556,166.6,56.4
4557,177.8,55.7
4558,170.5,55.4
4559,177.7,63.4
4560,173.5,59.1
4561,172.5,50.6
4562,173.7,49.8
4563,176.2,62.7
4564,172.3,55.1
4565,169.6,54.6
4566,175.6,56.3
4567,166.6,54.3
4568,170.5,60.1
4569,173.2,57.2
4570,177.4,56.5
4571,174.0,59.0
4572,169.2,52.1
4573,170.3,56.0
4574,174.2,56.6
4575,173.9,57.4
4576,173.3,65.3
4577,178.1,57.9
4578,163.3,54.3
4579,175.0,47.0
4580,172.8,63.8
4581,173.8,59.0
4582,176.6,60.0
4583,175.8,53.7
4584,167.8,48.7
4585,167.7,60.9
4586,175.3,58.1
4587,176.8,64.9
4588,176.3,57.8
4589,173.8,53.3
4590,174.2,60.0
4591,179.0,57.2
4592,178.1,62.9
4593,175.3,58.2
4594,180.3,58.8
4595,176.3,52.7
4596,169.8,50.4
4597,173.7,53.9
4598,172.2,59.7
4599,168.8,64.2
4600,178.4,62.8
4601,178.2,63.2
4602,168.2,49.8
4603,174.7,56.9
4604,164.2,55.7
4605,176.6,68.4
4606,172.0,58.1
4607,174.1,54.9
4608,173.1,62.2
4609,178.2,59.7
4610,170.0,58.0
4611,170.6,57.9
4612,166.0,57.1
4613,172.0,58.5
4614,176.2,56.1
4615,171.6,60.1
4616,173.8,55.3
4617,168.9,59.2
4618,175.1,57.7
4619,167.6,54.3
4620,176.4,63.8
4621,169.9,62.4
4622,171.8,53.6
4623,168.0,58.3
4624,171.7,60.9
4625,182.3,75.4
4626,176.4,56.0
4627,182.9,64.7
4628,178.2,56.2
4629,178.1,57.6
4630,169.4,53.2
4631,179.1,62.2
4632,166.2,48.0
4633,176.6,56.1
4634,167.9,58.2
4635,171.5,55.4
4636,169.4,54.0
4637,171.9,58.0
4638,164.9,53.5
4639,170.2,51.8
4640,169.9,56.4
4641,173.5,55.3
4642,172.2,48.6
4643,169.4,47.9
4644,172.8,48.0
4645,168.3,49.9
4646,174.4,57.4
4647,174.9,60.6
4648,179.5,50.1
4649,171.4,64.8
4650,169.8,59.6
4651,172.9,64.4
4652,170.1,47.7
4653,170.4,54.0
4654,168.3,59.7
4655,174.0,55.9
4656,171.6,51.8
4657,172.6,58.0
4658,171.8,56.2
4659,176.5,63.1
4660,176.1,53.2
4661,173.9,70.7
4662,171.0,60.5
4663,162.0,58.2
4664,168.8,58.5
4665,173.7,65.9
4666,172.4,53.4
4667,176.9,58.6
4668,166.4,50.0
4669,184.7,65.9
4670,178.2,60.3
4671,174.7,54.9
4672,174.4,62.3
4673,181.2,64.0
4674,172.3,62.4
4675,173.7,50.4
4676,166.7,58.9
4677,178.9,59.2
4678,172.7,56.5
4679,171.2,63.0
4680,172.7,61.8
4681,175.9,59.5
4682,173.6,48.3
4683,173.9,56.4
4684,160.9,50.2
4685,163.8,57.0
4686,165.9,51.7
4687,169.2,61.6
4688,181.8,60.5
4689,176.1,63.0
4690,176.0,60.1
4691,166.9,56.2
4692,178.3,57.8
4693,172.1,67.2
4694,172.8,55.4
4695,170.5,54.3
4696,177.0,53.3
4697,175.3,57.1
4698,165.9,62.5
4699,170.9,49.1
4700,174.8,60.7
4701,175.2,58.3
4702,170.3,61.9
4703,172.9,58.2
4704,169.8,50.9
4705,174.2,61.3
4706,172.1,57.7
4707,171.1,54.3
4708,176.4,54.2
4709,168.1,62.4
4710,173.8,58.5
4711,180.4,67.0
4712,170.0,57.6
4713,174.7,50.2
4714,176.5,62.2
4715,165.7,56.7
4716,169.2,64.9
4717,175.7,58.6
4718,170.4,64.7
4719,171.5,60.4
4720,160.4,61.6
4721,186.6,70.8
4722,161.2,50.0
4723,170.6,62.5
4724,169.5,54.9
4725,172.5,52.6
4726,179.4,58.7
4727,166.0,50.4
4728,170.0,50.6
4729,180.8,65.8
4730,173.2,56.0
4731,173.2,57.8
4732,165.5,50.6
4733,170.1,56.0
4734,174.5,52.7
4735,168.2,48.2
4736,172.9,58.7
4737,178.3,66.0
4738,171.0,59.1
4739,171.8,65.4
4740,168.2,55.6
4741,171.7,60.3
4742,172.3,48.7
4743,180.8,67.6
4744,164.4,53.0
4745,161.4,46.7
4746,177.1,53.3
4747,173.6,59.4
4748,174.0,64.9
4749,169.1,47.7
4750,175.0,54.5
4751,174.3,64.9
4752,172.3,57.5
4753,174.1,63.0
4754,169.0,55.1
4755,178.0,59.8
4756,172.9,54.9
4757,175.6,62.9
4758,179.6,66.8
4759,175.1,59.0
4760,170.4,56.3
4761,172.9,65.1
4762,167.2,56.2
4763,175.0,59.3
4764,169.8,55.9
4765,176.4,51.8
4766,174.5,69.4
4767,176.9,57.4
4768,168.4,54.8
4769,176.0,58.6
4770,179.2,66.1
4771,170.4,55.0
4772,168.7,54.0
4773,172.8,61.1
4774,165.2,60.2
4775,175.6,57.9
4776,169.4,59.5
4777,182.3,58.6
4778,173.5,51.8
4779,165.0,51.7
4780,181.5,64.0
4781,165.2,51.5
4782,175.4,61.9
4783,179.8,61.1
4784,172.1,58.7
4785,166.1,44.4
4786,172.8,59.3
4787,178.3,66.7
4788,177.0,63.1
4789,171.6,57.4
4790,178.2,62.9
4791,173.7,56.1
4792,167.1,60.1
4793,170.1,56.8
4794,175.3,52.9
4795,173.8,63.6
4796,174.1,52.2
4797,175.4,58.9
4798,172.9,56.4
4799,175.4,58.0
4800,170.1,54.0
4801,175.9,61.8
4802,163.7,51.8
4803,165.0,50.4
4804,169.9,61.0
4805,173.3,57.1
4806,175.4,62.6
4807,177.5,49.6
4808,168.1,52.4
4809,166.9,54.7
4810,166.8,59.1
4811,178.9,59.3
4812,174.1,64.2
4813,171.8,51.3
4814,177.7,54.8
4815,167.2,50.4
4816,175.0,62.1
4817,167.9,56.9
4818,174.5,60.2
4819,167.1,53.6
4820,174.1,58.8
4821,179.9,62.7
4822,176.2,58.0
4823,165.1,48.2
4824,171.6,53.8
4825,170.6,53.3
4826,173.2,60.5
4827,175.8,54.5
4828,177.7,56.5
4829,163.0,53.8
4830,172.9,61.4
4831,168.3,55.3
4832,176.1,60.7
4833,171.6,53.6
4834,170.8,58.3
4835,168.6,56.6
4836,168.2,61.6
4837,173.9,52.3
4838,167.6,66.2
4839,173.2,64.9
4840,164.7,54.6
4841,176.5,61.7
4842,179.5,61.4
4843,165.9,51.7
4844,187.0,65.4
4845,166.7,63.1
4846,168.1,62.5
4847,173.3,55.8
4848,171.0,57.2
4849,179.6,67.4
4850,176.0,50.3
4851,168.9,54.4
4852,161.9,55.7
4853,174.6,58.3
4854,167.5,54.8
4855,173.4,56.9
4856,168.4,57.9
4857,170.9,60.2
4858,177.8,64.3
4859,170.2,55.0
4860,160.9,52.8
4861,168.9,51.9
4862,170.1,57.3
4863,172.1,58.8
4864,174.4,58.4
4865,178.2,64.3
4866,180.2,63.5
4867,176.5,57.5
4868,161.9,47.6
4869,172.7,69.0
4870,167.9,54.2
4871,160.8,46.6
4872,174.7,47.4
4873,171.9,55.8
4874,180.6,59.0
4875,174.9,55.3
4876,177.9,59.7
4877,166.9,48.7
4878,160.9,53.4
4879,169.8,65.1
4880,161.7,46.5
4881,166.4,53.0
4882,174.3,56.2
4883,180.5,61.8
4884,172.5,55.9
4885,175.4,65.5
4886,173.3,65.9
4887,171.7,54.4
4888,174.6,59.7
4889,177.1,60.7
4890,171.2,66.3
4891,170.7,54.4
4892,166.5,49.0
4893,167.5,49.5
4894,173.6,60.8
4895,168.6,59.2
4896,172.9,52.6
4897,183.3,61.0
4898,168.4,61.2
4899,179.1,52.9
4900,167.5,57.3
4901,177.2,57.9
4902,172.8,56.9
4903,180.5,61.1
4904,178.6,58.7
4905,177.5,58.1
4906,174.1,54.2
4907,172.8,50.6
4908,173.5,65.2
4909,173.8,56.7
4910,177.0,56.9
4911,177.5,57.5
4912,165.8,54.5
4913,173.3,54.6
4914,171.6,59.2
4915,172.5,62.6
4916,167.6,53.8
4917,169.5,57.3
4918,170.6,61.6
4919,172.2,55.4
4920,164.0,48.2
4921,171.4,59.7
4922,170.9,55.7
4923,169.8,52.1
4924,162.1,54.5
4925,162.7,55.4
4926,175.4,66.1
4927,167.8,53.4
4928,177.4,59.9
4929,178.7,58.2
4930,172.4,60.3
4931,168.4,54.6
4932,179.6,57.8
4933,164.2,50.5
4934,171.1,53.7
4935,171.0,60.0
4936,174.7,62.2
4937,176.5,59.3
4938,175.7,60.5
4939,172.9,54.5
4940,166.6,56.7
4941,177.4,61.2
4942,180.9,70.5
4943,167.9,51.9
4944,175.0,64.9
4945,167.3,50.5
4946,171.3,55.3
4947,170.7,55.4
4948,167.6,56.6
4949,172.6,59.3
4950,169.8,58.1
4951,171.8,54.6
4952,170.7,57.1
4953,166.9,59.5
4954,174.4,59.6
4955,173.7,57.5
4956,168.9,51.0
4957,167.7,57.3
4958,170.2,53.8
4959,171.5,64.3
4960,175.1,61.3
4961,167.5,62.6
4962,174.5,50.8
4963,162.8,49.6
4964,167.7,48.2
4965,179.1,62.9
4966,175.4,63.0
4967,170.7,59.7
4968,174.5,60.6
4969,179.1,56.1
4970,178.0,54.7
4971,170.5,58.0
4972,172.6,49.1
4973,177.6,60.3
4974,173.9,50.9
4975,176.6,59.7
4976,166.4,56.7
4977,171.8,52.6
4978,175.9,62.7
4979,173.7,59.7
4980,164.5,49.9
4981,178.4,62.2
4982,165.6,49.8
4983,168.2,51.2
4984,179.3,67.3
4985,166.7,54.1
4986,177.1,64.4
4987,171.4,63.3
4988,175.7,54.3
4989,169.8,52.5
4990,170.6,55.0
4991,174.6,72.3
4992,168.9,60.4
4993,171.1,64.1
4994,182.4,58.9
4995,172.0,54.8
4996,175.3,64.2
4997,175.4,57.1
4998,167.4,50.9
4999,167.3,54.0
5000,170.6,51.1
5001,162.0,50.7
5002,171.4,50.1
5003,170.6,47.1
5004,178.8,72.6
5005,169.4,59.1
5006,169.3,56.1
5007,169.7,56.8
5008,169.2,55.7
5009,180.1,72.6
5010,178.5,59.7
5011,174.3,56.3
5012,175.1,55.6
5013,177.8,65.2
5014,162.4,48.1
5015,173.2,61.5
5016,170.0,51.2
5017,170.5,53.9
5018,170.9,54.0
5019,179.0,54.9
5020,169.8,51.6
5021,174.0,52.8
5022,174.5,58.1
5023,171.8,52.6
5024,174.5,60.5
5025,171.8,58.0
5026,175.0,56.2
5027,177.2,63.3
5028,171.6,57.4
5029,177.3,64.1
5030,178.3,68.5
5031,168.3,57.2
5032,171.2,67.3
5033,173.3,58.6
5034,167.1,60.0
5035,163.8,48.3
5036,166.9,56.7
5037,173.9,59.1
5038,168.1,56.1
5039,161.4,45.9
5040,171.9,53.7
5041,166.2,49.8
5042,171.5,59.5
5043,170.7,56.8
5044,165.4,59.8
5045,172.0,52.7
5046,168.4,44.6
5047,180.4,57.9
5048,176.3,60.8
5049,171.7,56.1
5050,176.3,56.9
5051,170.4,61.3
5052,172.9,55.4
5053,162.3,53.3
5054,167.4,54.5
5055,178.4,56.5
5056,162.2,52.8
5057,175.0,55.3
5058,162.6,57.6
5059,171.1,50.6
5060,175.4,60.0
5061,170.3,59.9
5062,174.5,53.9
5063,178.1,63.0
5064,180.1,60.2
5065,169.6,53.1
5066,176.7,55.3
5067,173.9,58.3
5068,173.0,59.0
5069,163.7,49.4
5070,172.2,50.1
5071,167.2,57.3
5072,168.2,59.4
5073,166.2,59.4
5074,176.1,56.0
5075,165.9,50.4
5076,179.5,68.6
5077,172.4,57.7
5078,166.8,52.1
5079,168.3,59.5
5080,162.9,53.2
5081,175.1,57.5
5082,169.6,59.2
5083,174.4,50.0
5084,167.7,54.4
5085,181.2,59.8
5086,168.3,54.0
5087,180.3,61.9
5088,167.4,51.8
5089,168.9,54.0
5090,174.4,65.7
5091,173.3,59.3
5092,176.6,65.7
5093,181.1,59.3
5094,174.4,63.0
5095,162.3,59.0
5096,176.6,56.4
5097,162.1,54.4
5098,176.4,50.0
5099,175.0,57.9
5100,167.6,64.7
5101,186.1,71.3
5102,166.9,62.9
5103,177.7,58.1
5104,177.6,59.1
5105,171.6,54.0
5106,171.4,52.5
5107,175.4,58.2
5108,174.1,61.8
5109,178.9,52.9
5110,170.5,59.6
5111,171.7,52.4
5112,172.1,52.6
5113,163.1,52.9
5114,171.8,62.9
5115,170.0,57.2
5116,174.8,66.1
5117,175.4,58.4
5118,172.4,64.5
5119,175.6,63.0
5120,167.0,55.4
5121,168.7,54.0
5122,177.8,62.0
5123,176.1,56.6
5124,173.1,58.6
5125,176.8,56.5
5126,178.4,60.2
5127,164.2,50.0
5128,170.5,60.1
5129,169.1,54.7
5130,170.3,61.1
5131,169.2,59.6
5132,172.4,61.2
5133,174.0,55.0
5134,181.5,66.3
5135,171.5,59.3
5136,175.6,56.2
5137,168.5,48.0
5138,174.9,66.8
5139,169.1,58.3
5140,174.7,52.7
5141,166.6,58.5
5142,176.8,56.5
5143,182.3,59.5
5144,166.1,60.3
5145,173.2,55.8
5146,179.4,58.4
5147,176.0,66.5
5148,166.1,56.8
5149,177.1,61.7
5150,177.0,67.6
5151,171.7,59.0
5152,165.9,52.4
5153,173.0,55.6
5154,172.2,59.2
5155,168.6,50.1
5156,179.6,67.1
5157,172.1,61.4
5158,178.2,60.0
5159,165.3,56.6
5160,173.0,63.3
5161,177.1,58.1
5162,167.9,58.7
5163,174.8,58.2
5164,168.5,62.0
5165,174.9,59.4
5166,172.4,61.6
5167,171.1,56.6
5168,172.4,56.2
5169,172.3,54.4
5170,175.1,54.3
5171,169.5,47.4
5172,177.7,64.2
5173,180.1,60.7
5174,173.1,59.1
5175,166.9,54.8
5176,169.9,52.7
5177,172.4,58.7
5178,177.2,63.6
5179,166.1,52.1
5180,179.1,53.4
5181,169.1,55.2
5182,174.6,66.4
5183,174.0,64.6
5184,172.4,61.9
5185,166.9,49.1
5186,173.2,57.5
5187,170.9,58.4
5188,165.9,59.1
5189,173.7,57.3
5190,178.8,54.2
5191,166.0,50.8
5192,174.9,58.9
5193,168.2,52.8
5194,175.1,64.8
5195,172.8,56.2
5196,167.9,53.7
5197,167.4,62.8
5198,170.7,50.5
5199,176.3,47.7
5200,175.5,58.6
5201,171.8,54.6
5202,174.0,54.8
5203,173.6,56.3
5204,177.0,63.7
5205,165.6,54.1
5206,177.3,63.2
5207,163.2,52.5
5208,174.7,58.1
5209,165.0,54.4
5210,176.3,61.8
5211,169.2,54.8
5212,174.6,65.1
5213,185.0,66.5
5214,166.5,51.8
5215,171.0,54.1
5216,172.4,58.6
5217,171.1,49.9
5218,174.1,60.2
5219,170.7,54.8
5220,181.2,60.6
5221,170.2,51.5
5222,178.2,65.6
5223,171.6,50.6
5224,172.3,59.5
5225,172.7,56.6
5226,181.5,61.9
5227,167.6,60.8
5228,178.6,67.2
5229,176.9,53.9
5230,173.0,59.0
5231,170.7,53.5
5232,177.7,59.4
5233,179.7,63.4
5234,164.8,45.0
5235,171.5,55.6
5236,170.0,51.1
5237,169.5,52.0
5238,171.5,56.4
5239,170.3,51.5
5240,168.1,54.2
5241,168.1,52.7
5242,179.0,64.1
5243,169.5,51.2
5244,171.5,54.8
5245,180.0,65.8
5246,180.0,54.6
5247,158.8,45.8
5248,172.2,61.8
5249,170.5,55.2
5250,171.2,56.6
5251,167.3,58.0
5252,169.0,62.4
5253,167.1,47.1
5254,172.7,64.1
5255,169.8,52.4
5256,175.8,58.3
5257,168.6,55.7
5258,175.9,59.1
5259,174.8,60.7
5260,176.2,63.1
5261,178.3,61.1
5262,173.1,62.1
5263,172.9,51.2
5264,169.2,51.3
5265,169.8,59.5
5266,179.3,66.2
5267,180.3,65.0
5268,173.0,61.8
5269,174.3,61.0
5270,176.6,61.4
5271,170.9,54.0
5272,171.8,48.3
5273,167.6,56.3
5274,179.3,64.9
5275,165.6,53.7
5276,168.5,54.7
5277,171.8,61.7
5278,175.8,51.6
5279,167.9,56.5
5280,173.0,60.7
5281,176.5,65.2
5282,170.6,55.6
5283,168.8,58.0
5284,174.2,54.4
5285,177.9,71.8
5286,166.3,46.2
5287,168.9,57.0
5288,167.1,51.2
5289,175.6,51.7
5290,167.9,54.7
5291,174.0,50.1
5292,163.1,58.9
5293,175.7,58.5
5294,169.8,57.2
5295,162.7,49.8
5296,172.2,61.2
5297,172.2,66.5
5298,167.8,55.1
5299,171.6,54.1
5300,170.6,50.7
5301,168.6,56.0
5302,168.2,54.8
5303,176.8,55.8
5304,169.8,55.9
5305,182.4,60.2
5306,170.3,57.5
5307,185.3,61.4
5308,178.7,68.7
5309,178.0,68.5
5310,175.8,63.6
5311,178.7,60.2
5312,177.3,65.7
5313,181.4,58.6
5314,170.2,53.0
5315,169.7,56.7
5316,172.4,56.9
5317,170.8,47.1
5318,174.1,55.5
5319,168.7,61.7
5320,175.0,57.1
5321,171.5,57.6
5322,175.5,65.8
5323,174.7,67.4
5324,169.3,61.5
5325,174.4,52.0
5326,173.9,52.1
5327,171.5,58.1
5328,168.2,55.2
5329,175.7,56.6
5330,171.1,54.9
5331,172.2,53.1
5332,170.0,52.4
5333,174.4,59.2
5334,170.1,61.7
5335,175.6,63.6
5336,165.7,60.3
5337,168.5,57.6
5338,172.5,55.4
5339,170.5,48.9
5340,175.9,63.1
5341,171.6,55.9
5342,175.6,57.7
5343,169.1,59.2
5344,173.6,57.6
5345,180.0,64.6
5346,168.3,49.9
5347,178.3,64.5
5348,166.0,54.3
5349,175.8,63.3
5350,169.3,56.7
5351,180.1,65.7
5352,171.8,53.0
5353,171.3,60.6
5354,176.8,67.8
5355,179.6,60.9
5356,172.2,60.9
5357,175.0,59.1
5358,171.7,58.1
5359,168.1,58.9
5360,170.3,55.6
5361,181.4,64.8
5362,177.7,65.4
5363,173.0,58.7
5364,178.0,60.1
5365,175.8,62.8
5366,165.3,54.7
5367,169.3,39.5
5368,175.5,61.8
5369,170.9,58.1
5370,178.0,62.7
5371,173.2,58.5
5372,179.4,66.8
5373,184.8,70.6
5374,166.4,51.8
5375,177.3,53.6
5376,173.9,55.4
5377,176.3,59.9
5378,177.5,60.3
5379,180.4,54.8
5380,163.0,47.8
5381,170.8,52.4
5382,177.5,60.4
5383,174.7,65.0
5384,179.7,60.2
5385,177.2,63.7
5386,168.9,61.3
5387,173.1,57.9
5388,168.7,61.0
5389,178.1,55.8
5390,182.1,62.0
5391,170.0,56.0
5392,170.5,56.1
5393,175.7,57.1
5394,174.9,57.1
5395,179.7,75.4
5396,181.4,59.8
5397,176.4,61.0
5398,171.7,59.7
5399,175.8,58.7
5400,174.1,60.2
5401,174.2,54.9
5402,168.3,45.6
5403,167.5,51.4
5404,176.6,61.2
5405,175.4,55.3
5406,178.4,67.9
5407,165.7,53.9
5408,169.2,56.2
5409,166.2,58.7
5410,173.9,52.3
5411,178.0,59.2
5412,173.4,61.1
5413,170.2,56.9
5414,167.7,49.7
5415,175.7,61.5
5416,170.7,59.9
5417,175.3,61.7
5418,179.7,61.6
5419,175.9,58.0
5420,171.6,54.1
5421,171.9,60.2
5422,171.2,56.4
5423,164.7,45.8
5424,176.3,50.9
5425,167.6,58.9
5426,171.6,55.8
5427,173.9,52.8
5428,168.2,47.2
5429,179.4,54.1
5430,169.2,53.0
5431,179.5,67.6
5432,171.6,54.2
5433,176.4,53.2
5434,168.3,56.9
5435,174.6,56.4
5436,174.8,60.7
5437,178.1,59.5
5438,182.4,66.6
5439,167.4,46.9
5440,161.9,54.5
5441,170.2,55.2
5442,171.1,60.0
5443,170.6,50.9
5444,179.1,58.5
5445,173.9,55.2
5446,167.9,48.0
5447,164.5,57.1
5448,173.5,60.3
5449,168.4,57.0
5450,163.5,55.6
5451,175.9,60.0
5452,179.2,55.7
5453,161.1,42.3
5454,171.4,51.3
5455,177.4,53.5
5456,175.5,59.2
5457,176.7,62.3
5458,173.2,64.8
5459,178.4,62.3
5460,179.5,65.0
5461,168.8,55.6
5462,163.4,54.2
5463,166.4,50.1
5464,176.5,63.3
5465,172.4,56.9
5466,176.6,56.4
5467,162.2,42.0
5468,175.5,56.2
5469,176.5,57.6
5470,170.4,55.3
5471,180.2,63.4
5472,174.3,55.9
5473,167.3,51.3
5474,172.0,54.2
5475,165.9,46.5
5476,175.3,58.5
5477,176.9,60.0
5478,169.5,58.3
5479,176.8,57.7
5480,174.4,54.5
5481,172.3,51.5
5482,174.7,54.5
5483,173.2,61.2
5484,160.2,49.8
5485,170.9,55.7
5486,180.9,59.6
5487,180.4,63.0
5488,177.5,64.9
5489,170.7,55.0
5490,174.7,59.1
5491,169.7,54.7
5492,179.2,59.9
5493,177.0,63.9
5494,170.1,55.5
5495,174.4,52.4
5496,168.6,54.9
5497,177.3,56.8
5498,172.7,56.6
5499,170.1,53.7
5500,180.2,65.4
5501,168.3,57.5
5502,173.3,52.2
5503,169.1,51.0
5504,175.4,62.4
5505,174.5,59.8
5506,175.0,52.3
5507,172.8,55.8
5508,174.4,50.6
5509,172.7,54.8
5510,166.9,55.8
5511,174.0,56.8
5512,174.6,53.8
5513,166.9,55.0
5514,173.1,57.6
5515,175.7,46.7
5516,179.5,55.5
5517,174.8,53.9
5518,176.8,59.2
5519,171.2,57.5
5520,181.4,70.3
5521,176.7,59.0
5522,175.4,53.0
5523,174.2,65.2
5524,169.9,57.4
5525,170.5,50.4
5526,172.3,50.8
5527,179.0,62.9
5528,172.2,64.7
5529,176.7,65.0
5530,170.6,56.8
5531,170.5,49.3
5532,174.7,60.3
5533,171.8,57.9
5534,164.4,50.5
5535,172.9,60.7
5536,171.6,56.4
5537,163.3,46.5
5538,164.7,50.8
5539,186.0,62.7
5540,164.8,51.8
5541,171.3,60.4
5542,167.1,53.5
5543,179.6,66.2
5544,171.5,57.1
5545,170.2,53.0
5546,173.1,51.6
5547,172.7,67.7
5548,174.1,50.1
5549,171.5,54.5
5550,170.9,55.9
5551,171.8,61.0
5552,174.0,63.0
5553,172.8,58.0
5554,170.9,53.8
5555,173.8,58.0
5556,177.1,56.9
5557,177.1,57.7
5558,177.1,69.1
5559,177.7,62.3
5560,175.0,54.2
5561,169.4,55.5
5562,174.4,61.8
5563,171.6,61.8
5564,171.1,56.1
5565,170.1,48.8
5566,166.2,61.5
5567,174.8,58.8
5568,170.6,48.9
5569,178.5,68.5
5570,169.2,63.3
5571,163.6,52.3
5572,170.8,51.0
5573,177.0,71.1
5574,173.8,58.0
5575,172.7,59.5
5576,179.9,61.3
5577,179.1,55.7
5578,177.8,53.4
5579,167.8,46.0
5580,172.4,52.8
5581,176.2,57.6
5582,176.0,63.4
5583,171.1,60.4
5584,168.0,50.3
5585,171.4,52.3
5586,174.2,55.3
5587,183.9,71.4
5588,170.9,58.3
5589,167.0,55.6
5590,167.4,60.1
5591,171.0,60.7
5592,170.3,50.9
5593,170.7,55.6
5594,168.9,49.5
5595,175.9,55.6
5596,178.0,67.9
5597,177.2,64.0
5598,169.6,63.4
5599,166.4,51.9
5600,185.8,58.0
5601,166.0,57.0
5602,183.1,64.5
5603,171.8,54.8
5604,180.7,67.8
5605,176.7,62.9
5606,173.9,52.7
5607,174.4,61.4
5608,176.0,66.4
5609,167.5,59.8
5610,172.4,62.3
5611,167.7,48.8
5612,164.3,56.3
5613,174.7,50.6
5614,178.2,58.8
5615,165.8,57.4
5616,170.3,59.2
5617,183.4,69.8
5618,173.5,59.4
5619,166.1,51.9
5620,180.3,57.5
5621,176.1,57.1
5622,172.9,56.9
5623,172.0,53.4
5624,176.3,57.2
5625,167.3,50.8
5626,177.7,68.8
5627,172.5,56.3
5628,174.7,59.3
5629,167.0,54.1
5630,183.8,60.2
5631,173.2,58.7
5632,177.4,59.2
5633,174.7,59.9
5634,177.4,53.3
5635,173.3,49.3
5636,170.1,57.7
5637,169.8,55.5
5638,168.0,54.0
5639,171.3,56.8
5640,171.7,55.3
5641,169.6,54.8
5642,154.6,48.2
