"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
14649828,80,"RL",9950,"Inside","1Fam","2.5Sto",5,5,2006,2003,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",778,617,0,1407,2,1,3,1,"Gd",7,"Typ",0,NA,"Other","Fin",2,390,"TA","TA",0,5,2008,"Normal",126440
14671124,20,"RL",13119,"Corner","1Fam","1Story",6,7,1960,1960,"Gable","TA","TA","CBlock","TA","TA","Mn","BLQ",885,"Y",2023,0,0,2028,2,1,4,1,"TA",7,"Typ",2,"Gd","Attchd","Fin",2,569,"TA","TA",0,5,2008,"Normal",182850
14681772,70,"RM",6927,"Corner","1Fam","2Story",7,7,1920,1949,"Hip","TA","TA","BrkTil","Fa","TA","No","Unf",0,"Y",1040,779,0,1850,1,1,4,1,"Gd",8,"Typ",0,NA,"Detchd","Unf",2,600,"TA","TA",0,10,2006,"Normal",149895
14692420,30,"RL",24737,"Inside","1Fam","1Story",5,7,1918,1998,"Gable","TA","Gd","BrkTil","TA","TA","No","Unf",0,"Y",1434,0,0,1461,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","Unf",2,553,"TA","TA",0,8,2007,"Normal",100972
14735012,50,"RM",8593,"Inside","1Fam","1.5Sto",6,7,1916,1940,"Gable","TA","Gd","BrkTil","TA","TA","No","LwQ",174,"N",1630,848,0,2509,2,0,5,1,"Gd",10,"Typ",1,"Gd","Detchd","Unf",1,212,"TA","TA",0,8,2007,"Family",137302
14756308,50,"RM",5915,"Inside","1Fam","1.5Sto",6,6,1941,1946,"Gable","TA","Gd","BrkTil","TA","Gd","No","ALQ",357,"Y",851,355,0,1240,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",2,419,"TA","TA",0,3,2006,"Normal",153276
14766956,20,"RL",9391,"Inside","1Fam","1Story",7,5,1997,1997,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",1467,"Y",1461,0,0,1543,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,546,"TA","TA",0,9,2006,"Normal",293342
14884084,60,"RL",7116,"Inside","1Fam","2Story",6,5,1997,1997,"Gable","TA","TA","PConc","TA","TA","No","GLQ",738,"Y",874,737,0,1550,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd","Fin",2,415,"TA","TA",0,4,2008,"Normal",173040
14937324,85,"RL",8036,"Corner","1Fam","2.5Sto",5,7,1972,1997,"Gable","TA","TA","CBlock","Gd","TA","Av","GLQ",626,"Y",799,0,0,737,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,386,"TA","TA",0,3,2008,"Normal",164225
14947972,20,"RL",8815,"Corner","1Fam","1Story",5,5,1982,1982,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",612,"Y",845,0,0,818,1,0,3,1,"TA",5,"Typ",0,NA,NA,NA,0,0,NA,NA,0,3,2008,"Normal",139468
14969268,60,"RL",20109,"CulDSac","1Fam","2Story",7,6,1986,1983,"Gable","TA","Gd","CBlock","Gd","TA","No","Unf",0,"Y",1240,819,0,2147,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin",2,535,"TA","TA",0,11,2007,"Normal",164384
15001212,90,"RL",7353,"Inside","Duplex","1Story",4,5,1949,1945,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"N",1056,0,0,1061,2,0,2,2,"TA",6,"Typ",0,NA,"Detchd","Unf",2,425,"TA","TA",0,6,2009,"Normal",109905
15033156,120,"RL",3460,"Inside","TwnhsE","1Story",7,5,2001,2001,"Hip","Gd","TA","PConc","Gd","TA","No","ALQ",963,"Y",1576,0,0,1644,2,0,1,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",3,668,"TA","TA",0,5,2009,"Normal",151217
15054452,60,"RL",16116,"Inside","1Fam","2Story",8,5,1990,1990,"Gable","Gd","TA","PConc","Gd","TA","Mn","GLQ",782,"Y",1374,1085,0,2362,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",3,1078,"TA","TA",0,5,2008,"Normal",367857
15128988,20,"RL",9124,"Inside","1Fam","1Story",5,5,1958,1979,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",459,"Y",1304,0,0,1303,1,0,2,1,"TA",6,"Min",1,"TA","Detchd","Unf",1,488,"TA","TA",0,6,2006,"Normal",112815
15139636,20,"RL",11190,"Inside","1Fam","1Story",6,6,1952,1952,"Hip","Gd","TA","CBlock","TA","TA","No","Unf",0,"Y",1297,0,0,1220,1,0,3,1,"Gd",7,"Typ",0,NA,"Detchd","Unf",2,502,"TA","TA",0,10,2007,"Normal",166617
15160932,50,"RL",10416,"Inside","1Fam","1.5Sto",5,6,1945,1948,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",588,"Y",1058,491,0,1548,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Unf",1,302,"TA","TA",0,4,2008,"Normal",125625
15192876,60,"RL",22501,"Inside","1Fam","2Story",5,5,2003,2003,"Gable","Gd","TA","PConc","Gd","Gd","Av","Unf",0,"Y",740,1085,0,1808,2,1,4,1,"TA",7,"Typ",1,"Gd","Other","Fin",2,383,"TA","TA",0,7,2005,"Normal",178274
15214172,30,"RL",10329,"Inside","1Fam","1Story",4,6,1927,2006,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",986,0,0,1002,2,0,4,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,213,"Fa","Fa",0,8,2007,"Normal",60387
15256764,20,"RL",9245,"FR2","1Fam","1Story",4,6,1966,1966,"Gable","TA","TA","PConc","TA","TA","No","ALQ",621,"Y",840,0,0,844,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,543,"TA","TA",0,5,2007,"Normal",116330
15299356,70,"RL",11218,"Inside","1Fam","2.5Sto",6,7,1922,1993,"Gable","TA","TA","BrkTil","Ex","TA","No","Unf",0,"Y",1471,738,379,2660,2,0,3,1,"TA",11,"Min",1,"Gd","Detchd","Fin",2,656,"TA","TA",0,9,2007,"Normal",191673
15320652,60,"FV",11421,"Inside","1Fam","2Story",10,5,2005,2005,"Gable","Ex","TA","PConc","Ex","TA","Av","GLQ",750,"Y",1005,975,0,1942,2,1,3,1,"Ex",10,"Typ",1,"Ex","Attchd","Fin",3,790,"TA","TA",0,4,2008,"Normal",310602
15395188,180,"RM",1473,"Inside","Twnhs","2.5Sto",5,7,1961,1961,"Gable","TA","TA","CBlock","Gd","TA","Av","GLQ",559,"Y",654,0,0,607,1,0,1,1,"Ex",3,"Typ",0,NA,NA,NA,0,0,NA,NA,0,8,2005,"Abnorml",97691
15427132,180,"RM",3530,"Inside","TwnhsE","2.5Sto",5,5,2001,2001,"Gable","TA","TA","PConc","Gd","TA","Gd","GLQ",522,"Y",1119,0,0,1020,1,0,2,1,"TA",5,"Typ",0,NA,"Other","Fin",2,539,"TA","TA",0,5,2005,"Normal",144483
15437780,20,"RL",17009,"Inside","1Fam","1Story",5,5,2002,2002,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",1145,0,0,1183,1,0,3,1,"TA",6,"Typ",0,NA,NA,NA,0,0,NA,NA,0,7,2005,"Abnorml",68010
15480372,70,"RL",9477,"Inside","1Fam","2Story",7,9,1941,1996,"Gable","Ex","Gd","BrkTil","TA","Gd","No","GLQ",286,"Y",1227,1114,0,2290,2,0,4,1,"Gd",9,"Typ",2,"Gd","Attchd","RFn",1,251,"TA","TA",0,5,2009,"Normal",222920
15501668,20,"RL",9462,"Inside","1Fam","1Story",5,6,1961,1961,"Gable","Gd","TA","CBlock","TA","TA","No","BLQ",820,"Y",1241,0,0,1241,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd","Fin",1,280,"TA","TA",0,6,2008,"Normal",121841
